file,parquet,rows,columns,sha256,schema_json,description,generated_utc
csv/LAUS_Bay_Area.csv,LAUS_Bay_Area.parquet,594,14,54229c1877230ab62329ebf6fb1204b06142dfe9d385dc8602925c7dddf3b423,"[{""name"": ""_id"", ""dtype"": ""int64""}, {""name"": ""County"", ""dtype"": ""object""}, {""name"": ""Area Type"", ""dtype"": ""object""}, {""name"": ""Year"", ""dtype"": ""object""}, {""name"": ""Month"", ""dtype"": ""object""}, {""name"": ""Date_Numeric"", ""dtype"": ""object""}, {""name"": ""Seasonally Adjusted(Y/N)"", ""dtype"": ""object""}, {""name"": ""Status"", ""dtype"": ""object""}, {""name"": ""LaborForce"", ""dtype"": ""int64""}, {""name"": ""Employment"", ""dtype"": ""int64""}, {""name"": ""Unemployment"", ""dtype"": ""int64""}, {""name"": ""UnemploymentRate"", ""dtype"": ""float64""}, {""name"": ""Benchmark"", ""dtype"": ""object""}, {""name"": ""date"", ""dtype"": ""datetime64[ns]""}]",CA Open Data Portal Local Area Unemployment Statistics (Bay Area only),2025-09-19T01:12:01Z
